18	31	703000,00
49	45	706000,00
42	24	706350,00
36	93	706350,00
28	28	704000,00
35	84	706540,00
40	2	706540,00
73	52	706540,00
76	99	707000,00
90	48	707500,00
73	1	707500,00
11	6	707500,00
4	86	708000,00
94	61	705200,00
87	49	708000,00
81	89	708200,00
51	95	708200,00
77	30	707000,00
26	41	707000,00
20	62	707000,00
11	99	706000,00
16	74	705000,00
3	12	706000,00
51	80	705000,00
13	71	706000,00
70	48	707000,00
32	25	705000,00
20	86	705000,00
41	24	705000,00
3	82	704500,00
53	41	705000,00
64	43	705000,00
15	15	705000,00
56	54	704000,00
75	40	705000,00
87	67	703500,00
8	81	705000,00
14	70	703500,00
86	100	705000,00
14	21	703500,00
19	54	705000,00
33	89	705000,00
27	24	703500,00
36	19	705000,00
63	52	703500,00
28	1	703000,00
73	50	705000,00
92	70	705000,00
59	29	705000,00
98	75	705000,00
71	71	705000,00
48	29	705000,00
83	56	705000,00
52	57	704000,00
33	87	703000,00
25	89	703000,00
59	1	702300,00
45	7	701000,00
81	11	703000,00
35	82	704000,00
4	53	705000,00
78	77	703000,00
84	25	703000,00
86	79	703000,00
1	94	703000,00
74	71	706000,00
93	47	703000,00
97	39	703000,00
5	84	702000,00
28	90	701000,00
98	60	701800,00
20	36	702000,00
30	56	703000,00
18	75	703500,00
37	72	703900,00
67	24	705000,00
55	80	705500,00
71	99	705000,00
12	30	703000,00
42	31	703000,00
78	78	705000,00
28	75	705000,00
97	64	706000,00
80	16	707000,00
1	40	706220,00
92	48	707000,00
6	73	707560,00
59	64	707500,00
63	11	707500,00
40	71	707500,00
64	12	707000,00
80	14	707000,00
52	61	707000,00
0	38	707500,00
46	76	708000,00
67	19	708200,00
5	6	709000,00
33	74	709520,00
67	5	709520,00
59	97	710000,00
100	52	710000,00
98	90	710320,00
29	21	710320,00
45	93	710000,00
71	70	710000,00
81	68	708000,00
70	27	710000,00
45	65	710000,00
21	0	710320,00
88	71	710000,00
67	5	710000,00
11	3	710000,00
64	6	708000,00
99	23	707520,00
0	86	707000,00
46	15	706510,00
33	59	706000,00
21	56	708000,00
22	60	706000,00
0	47	705650,00
67	74	705150,00
0	68	705000,00
51	22	704520,00
83	34	704000,00
56	27	703540,00
99	80	705850,00
21	66	705850,00
80	15	706000,00
49	12	706000,00
43	16	706500,00
65	50	705000,00
92	55	704000,00
29	16	703540,00
12	10	706050,00
12	100	706500,00
78	29	707000,00
66	56	707000,00
2	3	705750,00
44	29	707100,00
0	11	708000,00
11	8	708000,00
74	64	709500,00
100	95	709500,00
82	0	710000,00
31	5	709750,00
76	74	710350,00
39	73	711000,00
99	50	712000,00
80	56	713000,00
49	48	713000,00
24	24	714000,00
77	48	715000,00
44	99	723000,00
73	57	726000,00
36	32	728000,00
13	67	730000,00
65	16	731000,00
25	58	734000,00
41	98	737000,00
85	63	740000,00
71	86	740000,00
91	32	720000,00
38	80	719000,00
41	76	718500,00
62	74	718500,00
53	93	718000,00
58	72	718000,00
74	37	720300,00
0	0	720300,00
58	69	715000,00
58	65	720300,00
87	64	715000,00
60	68	720300,00
38	10	720300,00
84	44	720300,00
62	5	716000,00
5	57	719000,00
8	15	719000,00
75	19	718000,00
4	74	718000,00
9	20	720300,00
84	68	720300,00
59	9	717000,00
98	48	717000,00
20	69	715000,00
7	67	713500,00
12	14	713500,00
31	19	712000,00
3	34	712000,00
47	58	710000,00
20	61	709000,00
37	56	708850,00
80	18	707500,00
85	13	710000,00
91	87	711200,00
18	71	712000,00
61	5	712200,00
88	30	712500,00
26	36	712850,00
48	66	713000,00
70	26	713600,00
51	24	714000,00
74	94	714200,00
51	56	714600,00
5	15	715000,00
65	61	715000,00
94	22	715500,00
99	91	715800,00
88	41	716000,00
16	34	716500,00
4	24	717000,00
21	6	717210,00
26	80	718000,00
35	30	718500,00
28	20	719000,00
39	70	720300,00
79	20	722000,00
26	12	721900,00
9	49	721000,00
85	24	721250,00
70	4	721250,00
54	25	722000,00
4	26	722000,00
69	66	723000,00
32	12	725000,00
53	62	726000,00
35	54	728000,00
4	51	730000,00
4	82	728000,00
93	11	727000,00
53	7	727000,00
4	3	730000,00
88	84	732000,00
15	16	732750,00
60	58	735500,00
43	36	736000,00
76	11	736000,00
25	83	736750,00
48	54	736750,00
59	6	732200,00
65	11	732200,00
54	13	732000,00
97	40	732000,00
97	78	732000,00
20	39	734000,00
77	71	732000,00
54	55	732000,00
89	85	732000,00
86	100	732000,00
14	56	736750,00
73	59	736000,00
33	57	735000,00
59	19	735000,00
19	38	732000,00
68	47	731250,00
84	34	731000,00
46	56	731000,00
74	55	730500,00
7	96	730000,00
38	35	730000,00
58	25	729150,00
65	51	729000,00
88	83	728500,00
65	22	728500,00
98	49	728500,00
4	11	728500,00
93	1	727000,00
86	76	726000,00
43	38	725000,00
2	38	725000,00
98	3	724200,00
44	37	723000,00
70	66	726500,00
61	91	727000,00
39	59	727350,00
16	22	728500,00
72	46	729000,00
32	38	729000,00
2	54	729000,00
49	13	724000,00
100	16	723250,00
14	46	727000,00
12	28	727650,00
22	26	728000,00
46	79	729000,00
96	67	726000,00
88	29	726000,00
58	84	726500,00
26	5	726500,00
47	21	726500,00
25	6	726500,00
6	4	726500,00
44	27	723200,00
18	26	723000,00
34	97	722500,00
63	31	726500,00
68	41	722000,00
72	69	721250,00
15	79	721250,00
4	81	721250,00
99	47	720000,00
36	42	719110,00
52	48	719000,00
24	89	718520,00
41	83	718000,00
29	24	717250,00
10	84	723000,00
55	86	717000,00
13	67	716800,00
60	41	716800,00
66	62	716100,00
14	24	716000,00
60	18	715000,00
65	3	721000,00
45	93	721000,00
57	42	722000,00
80	78	723000,00
12	50	724000,00
64	65	722000,00
11	9	723000,00
98	48	718000,00
76	52	717000,00
29	56	716200,00
19	17	720000,00
84	65	716200,00
71	34	716200,00
85	22	716200,00
93	86	720000,00
17	93	716200,00
57	66	716200,00
93	19	720000,00
8	67	716200,00
0	6	720000,00
56	26	720000,00
100	95	719000,00
85	44	716200,00
88	55	716200,00
66	77	720000,00
55	1	720000,00
44	85	716200,00
7	96	716200,00
85	45	720000,00
46	1	716350,00
67	37	716200,00
37	58	716200,00
75	29	720000,00
49	45	720000,00
96	42	716200,00
13	52	720000,00
95	67	720000,00
77	10	720000,00
66	31	716200,00
44	33	720000,00
88	34	716200,00
69	61	720000,00
82	97	720000,00
1	31	720000,00
55	100	717000,00
27	64	717000,00
75	9	716200,00
56	6	716000,00
37	11	716000,00
53	72	718000,00
54	41	716000,00
27	91	715000,00
51	88	718000,00
94	69	718000,00
23	61	715000,00
50	50	715000,00
66	9	717000,00
5	88	717000,00
8	32	717000,00
37	60	717000,00
37	2	717000,00
61	72	715000,00
9	37	715000,00
86	61	715000,00
58	92	716500,00
25	15	715000,00
51	63	715000,00
30	56	715000,00
97	54	716000,00
99	58	716000,00
97	4	715000,00
40	99	715000,00
75	73	714000,00
85	91	715000,00
71	46	715000,00
33	69	715000,00
68	87	715000,00
24	2	715000,00
47	1	715000,00
70	54	715000,00
100	64	715000,00
13	51	716000,00
12	61	716000,00
1	73	714000,00
84	30	716000,00
83	49	717000,00
19	75	718000,00
27	61	719000,00
68	44	720000,00
82	88	721000,00
75	47	717000,00
5	67	716000,00
50	33	716000,00
45	87	717000,00
77	57	718000,00
69	57	718000,00
73	71	719000,00
16	40	720000,00
100	58	721000,00
64	58	722000,00
64	14	723000,00
81	62	716000,00
14	35	715210,00
49	52	715210,00
83	69	724000,00
19	93	724250,00
26	83	725000,00
96	2	725000,00
73	56	722000,00
51	12	722500,00
64	50	715000,00
81	75	721000,00
34	7	722000,00
71	11	721200,00
1	97	714250,00
91	99	715000,00
10	93	722500,00
67	47	721000,00
79	49	722450,00
51	8	720000,00
66	2	720000,00
86	51	715000,00
24	67	720000,00
43	90	715000,00
60	36	716000,00
15	91	716000,00
99	30	716000,00
45	35	716000,00
48	90	720000,00
22	14	720000,00
69	9	715000,00
64	81	720000,00
81	72	715000,00
25	26	715000,00
0	84	715000,00
42	4	720000,00
73	66	721000,00
85	63	718000,00
41	86	717000,00
51	39	716000,00
10	65	721000,00
19	76	720000,00
50	3	717000,00
38	68	718000,00
21	53	716000,00
23	53	715000,00
2	96	714500,00
45	92	714000,00
38	23	719000,00
4	80	719000,00
30	32	720000,00
26	25	720000,00
74	2	717000,00
71	25	716000,00
90	4	720000,00
36	29	720000,00
76	34	717000,00
70	5	720000,00
47	20	720000,00
40	36	720000,00
27	71	720000,00
37	52	720000,00
98	10	718000,00
74	80	718000,00
5	94	718000,00
73	97	717000,00
14	1	720000,00
12	35	716000,00
75	13	716000,00
62	83	715000,00
35	2	718000,00
58	70	718000,00
2	67	716000,00
55	90	716000,00
98	46	716000,00
26	5	716000,00
9	66	718000,00
90	15	719000,00
63	51	720000,00
2	71	718000,00
26	30	719000,00
81	15	718000,00
8	79	719000,00
11	3	719000,00
50	24	718000,00
77	94	719000,00
16	94	719000,00
68	38	718000,00
58	55	718000,00
64	8	718000,00
63	21	719000,00
8	81	718000,00
38	70	719000,00
14	54	718000,00
68	57	719000,00
43	35	721000,00
14	9	720000,00
53	40	720000,00
99	59	720000,00
36	46	715000,00
61	19	715000,00
51	84	715000,00
7	93	720000,00
97	47	721000,00
40	34	722000,00
79	74	722000,00
100	65	721000,00
99	34	720000,00
29	27	720000,00
98	53	720000,00
65	13	720000,00
97	99	721000,00
92	87	722500,00
90	71	722100,00
73	86	722000,00
91	53	720000,00
4	65	720000,00
35	50	722000,00
23	68	722000,00
36	96	722000,00
19	6	722000,00
17	70	722000,00
95	84	722000,00
2	16	719000,00
66	9	718000,00
80	79	718000,00
27	20	717000,00
6	91	717000,00
24	29	716000,00
25	39	716000,00
21	10	715000,00
98	25	715000,00
55	71	714000,00
88	29	713500,00
45	20	713000,00
53	41	712500,00
64	69	712000,00
20	69	712000,00
26	44	712000,00
51	78	711500,00
90	72	711500,00
2	65	711100,00
54	0	710000,00
3	19	710000,00
9	52	713210,00
19	39	710000,00
63	10	713000,00
81	13	710000,00
10	47	709800,00
31	22	709500,00
70	33	709210,00
51	71	710000,00
71	44	710000,00
76	48	711000,00
95	88	711000,00
27	34	712000,00
3	77	712000,00
97	90	712000,00
14	4	712000,00
21	60	712000,00
43	64	711000,00
52	75	711000,00
75	71	712000,00
14	72	711000,00
57	23	711000,00
37	92	711000,00
14	25	711000,00
42	10	709210,00
71	94	709000,00
10	96	709000,00
43	89	709000,00
28	55	709000,00
82	1	710000,00
40	29	710000,00
48	54	710000,00
65	91	710000,00
0	31	710000,00
93	77	710000,00
64	29	710000,00
55	26	709000,00
0	8	710000,00
75	66	710000,00
7	81	710000,00
17	43	711000,00
27	22	709000,00
9	42	708500,00
25	75	708100,00
93	36	707000,00
5	47	711000,00
85	71	712000,00
79	22	711000,00
3	30	711000,00
94	24	711000,00
4	46	711000,00
92	93	711000,00
17	5	711000,00
65	42	711000,00
94	77	712000,00
26	51	712000,00
89	51	713000,00
45	61	712000,00
34	58	711000,00
82	30	709000,00
63	99	708520,00
35	67	707000,00
82	82	706350,00
77	92	705700,00
16	98	705500,00
92	59	706000,00
4	21	707000,00
24	21	706000,00
36	90	704220,00
62	75	703540,00
55	97	703000,00
18	8	702000,00
76	65	704000,00
1	50	705000,00
21	84	705000,00
83	80	705000,00
76	71	705000,00
11	82	705000,00
58	49	701000,00
33	98	705000,00
27	81	704000,00
10	95	701000,00
19	67	700000,00
59	67	699000,00
86	12	702000,00
18	2	702000,00
60	14	698000,00
82	85	701000,00
78	60	698000,00
71	3	695000,00
20	74	694000,00
42	9	699000,00
27	34	699000,00
27	67	700000,00
49	54	700000,00
66	25	701000,00
33	20	702000,00
97	4	703000,00
64	80	704000,00
88	14	705000,00
58	82	705000,00
9	46	706000,00
96	55	706000,00
25	22	707000,00
42	3	705000,00
34	47	705000,00
69	53	705000,00
20	80	701000,00
2	92	701000,00
12	77	701000,00
81	91	701000,00
47	82	703000,00
57	99	703000,00
17	62	704000,00
75	68	704000,00
79	2	704000,00
9	88	705000,00
44	8	706000,00
26	19	706000,00
2	25	706000,00
6	37	706000,00
84	26	706000,00
71	83	706000,00
63	31	706000,00
88	42	706000,00
96	11	706000,00
23	92	707000,00
64	46	707000,00
63	77	707000,00
96	7	707000,00
25	8	707000,00
2	65	707000,00
69	94	707000,00
88	26	707000,00
53	56	707000,00
4	97	708000,00
45	6	709000,00
99	48	709000,00
48	65	710780,00
46	74	707000,00
81	62	708000,00
34	20	707000,00
11	89	707000,00
31	77	706000,00
37	28	706000,00
2	36	706000,00
39	2	706000,00
83	32	705000,00
48	68	705000,00
12	61	705000,00
70	61	704000,00
47	84	704000,00
96	82	704000,00
18	36	704000,00
16	73	703000,00
88	90	703000,00
32	32	703000,00
85	60	704000,00
19	55	705000,00
83	15	706000,00
10	17	707000,00
45	65	706000,00
70	60	705000,00
94	63	704000,00
76	28	704000,00
15	44	704000,00
98	56	704000,00
41	32	704000,00
38	76	705000,00
74	73	705000,00
77	13	706000,00
58	47	702000,00
81	70	705000,00
85	28	705000,00
83	67	706000,00
17	17	706000,00
44	48	702000,00
72	68	707000,00
77	92	707000,00
13	14	708000,00
54	43	708000,00
63	56	708000,00
2	81	708000,00
49	33	708000,00
6	75	708000,00
66	93	707000,00
1	27	707000,00
28	86	706000,00
43	2	706000,00
81	94	706000,00
13	63	706000,00
95	41	701000,00
11	52	701000,00
37	97	701000,00
53	18	701000,00
92	23	701000,00
5	13	706000,00
48	45	705000,00
66	45	705000,00
34	80	705000,00
85	16	701000,00
73	73	701000,00
29	72	704000,00
16	91	704000,00
10	31	704000,00
37	27	705000,00
25	21	705000,00
16	20	705000,00
29	4	705500,00
3	52	706000,00
79	39	700000,00
50	86	701100,00
32	93	700000,00
62	67	699000,00
77	78	699500,00
36	45	699500,00
7	21	699500,00
36	39	699500,00
47	97	699000,00
59	43	699000,00
60	66	699000,00
39	89	704000,00
74	64	705500,00
94	99	705500,00
54	63	705500,00
71	97	705500,00
31	68	705500,00
73	43	705500,00
85	58	705500,00
31	14	707000,00
40	43	705850,00
100	29	705850,00
4	69	705850,00
74	75	701110,00
69	24	700200,00
80	46	700200,00
41	9	700200,00
67	97	700200,00
83	72	700200,00
31	5	705850,00
90	5	700200,00
85	38	700200,00
5	100	700200,00
38	21	700200,00
21	6	700200,00
22	93	700200,00
10	16	700200,00
93	97	700200,00
63	57	700200,00
47	94	700200,00
37	46	700200,00
40	58	705850,00
34	72	705850,00
24	85	706000,00
98	81	706000,00
85	20	707000,00
10	2	707000,00
15	20	708000,00
8	26	708000,00
49	24	709000,00
53	85	709000,00
33	100	707230,00
2	100	707230,00
22	6	707230,00
70	65	707230,00
98	57	707230,00
43	8	707230,00
52	33	707230,00
61	60	707230,00
70	93	707230,00
97	72	707230,00
99	60	707230,00
35	12	707230,00
53	52	701200,00
52	68	701200,00
80	20	707230,00
57	43	707230,00
34	78	707230,00
87	100	707230,00
59	94	708000,00
7	63	708000,00
11	58	708000,00
80	67	708000,00
97	81	708000,00
31	67	708000,00
19	42	708000,00
55	41	708000,00
50	8	702000,00
16	97	702000,00
49	87	707360,00
97	25	707360,00
52	1	707360,00
11	61	707360,00
16	49	707360,00
27	55	702500,00
51	30	702500,00
41	56	707350,00
69	70	707360,00
5	35	707360,00
57	1	708000,00
5	26	704250,00
30	29	704000,00
71	78	703000,00
55	55	703000,00
31	69	702500,00
96	65	702000,00
34	23	701200,00
55	12	701200,00
85	78	701000,00
41	91	700200,00
7	40	705000,00
51	93	705500,00
97	44	706000,00
57	87	706000,00
19	73	700250,00
55	55	700000,00
55	21	699000,00
34	98	706000,00
40	76	699000,00
32	100	699000,00
43	82	706000,00
96	92	706000,00
21	81	700000,00
88	42	699000,00
56	61	699000,00
23	90	705000,00
9	44	699000,00
70	85	698000,00
53	34	700000,00
21	25	705000,00
91	2	698000,00
51	51	705000,00
72	87	698000,00
87	5	705000,00
0	51	698000,00
68	64	705000,00
25	71	706000,00
49	68	698000,00
26	96	706000,00
49	59	698000,00
66	15	706000,00
37	65	706000,00
55	79	706000,00
51	83	705000,00
46	83	705000,00
56	1	705000,00
60	21	706000,00
0	7	706580,00
53	19	707000,00
67	17	708000,00
0	1	708650,00
31	38	709000,00
24	48	708000,00
63	92	710780,00
32	36	710780,00
65	7	705000,00
41	82	705000,00
70	9	705000,00
31	18	705000,00
57	93	710000,00
61	64	710000,00
56	70	710000,00
47	25	710000,00
73	78	710000,00
78	74	710000,00
57	8	710000,00
91	60	710000,00
47	54	710000,00
68	46	710780,00
94	99	711000,00
68	40	710990,00
71	0	711000,00
49	30	711000,00
8	89	711300,00
95	16	711300,00
78	14	711300,00
43	27	711300,00
65	64	711300,00
57	70	711300,00
64	7	711300,00
69	32	711300,00
85	32	711300,00
95	68	711300,00
33	18	711300,00
90	42	711300,00
30	54	711300,00
3	12	712000,00
78	94	712000,00
32	64	712000,00
26	46	711470,00
73	73	711470,00
93	8	711470,00
24	68	711470,00
26	85	711470,00
10	83	711470,00
41	26	711470,00
46	96	712000,00
19	5	713000,00
65	60	713000,00
91	53	714000,00
85	81	714000,00
79	70	715000,00
19	18	716000,00
16	86	716000,00
71	65	716000,00
57	96	717000,00
4	6	717000,00
72	77	717000,00
61	33	717000,00
75	7	717000,00
17	9	717000,00
62	94	717000,00
33	40	717000,00
19	91	717000,00
71	76	717000,00
17	16	717000,00
3	55	717000,00
50	96	718500,00
21	70	718500,00
22	59	718500,00
70	37	718500,00
67	25	718500,00
3	15	718500,00
5	2	718500,00
2	100	718500,00
54	16	718500,00
10	80	718500,00
42	90	718500,00
34	4	718000,00
33	56	718000,00
60	68	718000,00
9	30	718000,00
25	27	718000,00
67	50	718000,00
22	31	718000,00
32	2	718000,00
64	54	718000,00
91	29	718000,00
73	30	718000,00
49	75	718000,00
26	52	718000,00
37	97	718000,00
82	86	718000,00
26	99	717800,00
21	60	717800,00
81	58	717800,00
45	97	717800,00
4	63	717800,00
48	37	717800,00
96	77	718000,00
86	93	718000,00
8	14	718500,00
92	33	720000,00
87	22	720000,00
2	93	720000,00
27	15	721000,00
25	49	721000,00
83	9	716000,00
32	79	715510,00
20	81	715000,00
26	5	715000,00
51	49	715000,00
93	25	714000,00
37	56	713000,00
73	73	712000,00
94	76	711000,00
39	57	711000,00
59	82	710150,00
30	90	710220,00
16	16	710220,00
68	44	722000,00
74	82	710220,00
